u,v,key,osmid,bridge,highway,lanes,maxspeed,name,oneway,reversed,length,geometry,access,tunnel,width,service,area,ref,u_elevation,v_elevation,elevation_dif,slope,abs_slope
27412888,8729332140,0,1450945996,yes,primary,2,50,Atatürk Bulvarı,False,False,44.971220969682854,"LINESTRING (28.9612568 41.0222611, 28.9616869 41.0225025)",,,,,,,1.732322454452515,0.724141001701355,-1.0081814527511601,-0.02241836959309646,0.02241836959309646
27412888,1059526040,0,91264113,,primary_link,1,30,Unkapanı Köprülü Kavşağı,False,True,49.09866324666978,"LINESTRING (28.9612568 41.0222611, 28.9611321 41.0221512, 28.9610612 41.0221017, 28.9609665 41.0220436, 28.9609052 41.0219926, 28.9608697 41.0219355)",,,,,,,1.732322454452515,5.051910877227783,3.319588422775268,0.0676105662204648,0.0676105662204648
27412888,12022588414,0,931815219,,primary,2,50,Atatürk Bulvarı,False,True,146.0865350601301,"LINESTRING (28.9612568 41.0222611, 28.9611025 41.022178, 28.9609303 41.02208, 28.9606696 41.0219281, 28.9604637 41.0217797, 28.9603029 41.0216538, 28.9601803 41.0215334, 28.9600799 41.0214288, 28.960023 41.021351)",,,,,,,1.732322454452515,6.317471027374268,4.585148572921753,0.031386524233971855,0.031386524233971855
27609492,415160891,0,1060316454,,footway,,,,False,True,29.81332077401009,"LINESTRING (28.9448547 41.0408106, 28.9445398 41.0406862)",,,,,,,0.0,0.0,0.0,0.0,0.0
30215226,12824121456,0,28351468,,pedestrian,,,Şifahane Caddesi,False,False,65.98557284890605,"LINESTRING (28.9623402 41.0163717, 28.9617522 41.0159776)",,,,,,,49.07112121582031,49.18467330932617,0.11355209350585938,0.0017208624340637503,0.0017208624340637503
30215226,3085937854,0,28351468,,pedestrian,,,Şifahane Caddesi,False,True,81.06102289359339,"LINESTRING (28.9623402 41.0163717, 28.9630164 41.0168924)",,,,,,,49.07112121582031,49.63261413574219,0.561492919921875,0.006926792925607805,0.006926792925607805
30215226,3085937863,0,1457536053,,pedestrian,,,Profesör Doktor Sıddık Sami Onar Caddesi,False,False,13.319302268986464,"LINESTRING (28.9623402 41.0163717, 28.9624489 41.0162844)",,,,,,,49.07112121582031,50.89924240112305,1.8281211853027344,0.13725352487565745,0.13725352487565745
30215228,10073446433,0,4741938,,pedestrian,,,Profesör Doktor Sıddık Sami Onar Caddesi,False,False,60.45048376923566,"LINESTRING (28.9631482 41.0157233, 28.9636417 41.0153272)",,,,,,,53.41699600219727,54.27840423583984,0.8614082336425639,0.01424981538495065,0.01424981538495065
30215228,10073446430,0,1457536054,,pedestrian,,,Profesör Doktor Sıddık Sami Onar Caddesi,False,True,2.2425812429498846,"LINESTRING (28.9631482 41.0157233, 28.9631299 41.015738)",,,,,,,53.41699600219727,53.45441818237305,0.037422180175774145,0.016687101211347474,0.016687101211347474
30215228,12824125145,0,505011249,,pedestrian,,,Ayşekadın Hamamı Sokağı,False,True,65.69938548978193,"LINESTRING (28.9631482 41.0157233, 28.9626463 41.0153598, 28.9625849 41.0153129)",,,,,,,53.41699600219727,54.31647491455078,0.8994789123535085,0.013690826872245286,0.013690826872245286
30215230,311367420,0,4741938,,pedestrian,,,Profesör Doktor Sıddık Sami Onar Caddesi,False,True,33.89268301511707,"LINESTRING (28.9639639 41.0150553, 28.9636967 41.0152839)",,,,,,,54.78393936157227,54.32694625854492,-0.45699310302735086,-0.013483532797433573,0.013483532797433573
30215230,6140854185,0,4741939,,secondary,1,,Profesör Doktor Sıddık Sami Onar Caddesi,False,False,7.410907734685765,"LINESTRING (28.9639639 41.0150553, 28.964052 41.0150505)",,,,,,,54.78393936157227,54.57615280151367,-0.20778656005860086,-0.028037936444152933,0.028037936444152933
30215230,10073446335,0,28350736,,secondary,1,,Süleymaniye Caddesi,False,True,45.32868696734302,"LINESTRING (28.9639639 41.0150553, 28.9634885 41.0151038, 28.9634281 41.0151069)",,,,,,,54.78393936157227,54.60060119628906,-0.18333816528321023,-0.004044638782837366,0.004044638782837366
30215232,10226426313,0,4741939,,secondary,1,,Profesör Doktor Sıddık Sami Onar Caddesi,False,False,56.34658245521367,"LINESTRING (28.9645479 41.0150127, 28.9652167 41.0149666)",,,,,,,52.27719116210938,50.38317108154297,-1.8940200805664134,-0.033613752565594374,0.033613752565594374
30215232,6140854185,0,4741939,,secondary,1,,Profesör Doktor Sıddık Sami Onar Caddesi,False,True,41.81820127799954,"LINESTRING (28.9645479 41.0150127, 28.964052 41.0150505)",,,,,,,52.27719116210938,54.57615280151367,2.2989616394042898,0.05497514405560452,0.05497514405560452
30215232,8702502533,0,586009227,,footway,,,,False,False,12.989690530857455,"LINESTRING (28.9645479 41.0150127, 28.964561 41.0151291)",,,,,,,52.27719116210938,51.79000854492188,-0.4871826171875,-0.037505329016898514,0.037505329016898514
30215237,10073446403,0,112392945,,residential,1,,Tacirhane Sokağı,False,True,29.60812557487587,"LINESTRING (28.9667135 41.0150442, 28.9667217 41.014778)",,,,,,,40.04451751708984,42.9718017578125,2.9272842407226634,0.09886759745461988,0.09886759745461988
30215237,3083509883,0,183319306,,tertiary,1,50,Şahende Sokağı,False,True,57.778944689970054,"LINESTRING (28.9667135 41.0150442, 28.9667078 41.0155638)",,,,,,,40.04451751708984,30.36495780944824,-9.679559707641598,-0.16752745761592094,0.16752745761592094
30215237,10202092399,0,183319560,,tertiary,1,50,İsmetiye Caddesi,False,False,56.49939614678695,"LINESTRING (28.9667135 41.0150442, 28.9663359 41.0149973, 28.9660471 41.0149721)",,,,,,,40.04451751708984,48.27036666870117,8.225849151611335,0.14559180650781395,0.14559180650781395
30215237,30215238,0,485177523,,tertiary,1,50,İsmetiye Caddesi,False,False,64.62453324387714,"LINESTRING (28.9667135 41.0150442, 28.967156 41.0151058, 28.9672991 41.0151153, 28.9674757 41.0151177)",,,,,,,40.04451751708984,27.26699256896973,-12.777524948120107,-0.1977194156265835,0.1977194156265835
30215238,2379755808,0,330106626,,living_street,1,,Uzunçarşı Caddesi,False,True,49.31558380590573,"LINESTRING (28.9674757 41.0151177, 28.9674403 41.014675)",,,,,,,27.26699256896973,36.40132522583008,9.134332656860348,0.1852220323054652,0.1852220323054652
30215238,3083371801,0,28350740,,pedestrian,,,Vasif Cinar Caddesi,False,True,69.23909044176139,"LINESTRING (28.9674757 41.0151177, 28.9675187 41.0151181, 28.9682987 41.0150734)",,,,,,,27.26699256896973,21.29060554504395,-5.976387023925781,-0.08631521566495244,0.08631521566495244
30215238,30215237,0,485177523,,tertiary,1,50,İsmetiye Caddesi,False,True,64.62453324387715,"LINESTRING (28.9674757 41.0151177, 28.9672991 41.0151153, 28.967156 41.0151058, 28.9667135 41.0150442)",,,,,,,27.26699256896973,40.04451751708984,12.777524948120107,0.19771941562658346,0.19771941562658346
30215238,3083509850,0,1446530346,,tertiary,1,,Uzunçarşı Caddesi,False,False,49.151496754333735,"LINESTRING (28.9674757 41.0151177, 28.967524 41.0153838, 28.9675492 41.0155562)",,,,,,,27.26699256896973,22.01645278930664,-5.2505397796630895,-0.10682359900261114,0.10682359900261114
30215239,2370472381,0,4741940,,residential,,,Siyavuş Paşa Sokağı,False,True,89.67613851281513,"LINESTRING (28.9661658 41.0165609, 28.9661433 41.0164056, 28.9661155 41.0160671, 28.9661143 41.015756)",,,,,,,22.67779541015625,39.12164306640625,16.44384765625,0.18336926554771424,0.18336926554771424
30215239,311375340,0,110430942,,living_street,,,Fetva Yokuşu,False,False,32.2573945640061,"LINESTRING (28.9661658 41.0165609, 28.9660062 41.0165716, 28.9657872 41.016608)",,,,,,,22.67779541015625,30.01626777648926,7.338472366333011,0.2274973681390105,0.2274973681390105
30215239,2379738142,0,132277800,,steps,,,Fetva Yokuşu,False,False,58.949469209880455,"LINESTRING (28.9661658 41.0165609, 28.9667656 41.0165333, 28.9668673 41.0165322)",,,,,,,22.67779541015625,18.11162948608398,-4.566165924072269,-0.07745898284198527,0.07745898284198527
30215244,1277519272,0,183297162,,secondary,1,,Fuatpaşa Caddesi,False,True,46.97009680421237,"LINESTRING (28.9659276 41.0141074, 28.9659491 41.0145295)",,,,,,,55.12582397460938,54.57159042358398,-0.5542335510254048,-0.011799710640061958,0.011799710640061958
30215244,10091718887,0,112392943,,living_street,1,,Nargileci Sokağı,False,False,66.34919837874604,"LINESTRING (28.9659276 41.0141074, 28.9663833 41.0141247, 28.9667176 41.0141338)",,,,,,,55.12582397460938,45.63923645019531,-9.48658752441407,-0.1429796856061633,0.1429796856061633
30215244,30215246,0,183297162,,secondary,1,,Fuatpaşa Caddesi,False,False,99.48537138141673,"LINESTRING (28.9659276 41.0141074, 28.9659411 41.0137604, 28.9659734 41.0132134)",,,,,,,55.12582397460938,58.19535446166992,3.0695304870605398,0.03085408884178835,0.03085408884178835
30215246,1455438413,0,132277810,,living_street,1,,Semaver Sokağı,False,True,62.14883038925754,"LINESTRING (28.9659734 41.0132134, 28.966714 41.0132235)",,,,,,,58.19535446166992,50.88507080078125,-7.310283660888672,-0.11762544226660553,0.11762544226660553
30215246,1455438406,0,183297162,,secondary,1,,Fuatpaşa Caddesi,False,False,24.34436483011994,"LINESTRING (28.9659734 41.0132134, 28.9659785 41.0129945)",,,,,,,58.19535446166992,58.87807464599609,0.6827201843261648,0.02804428002498027,0.02804428002498027
30215246,30215244,0,183297162,,secondary,1,,Fuatpaşa Caddesi,False,True,99.48537138141673,"LINESTRING (28.9659734 41.0132134, 28.9659411 41.0137604, 28.9659276 41.0141074)",,,,,,,58.19535446166992,55.12582397460938,-3.0695304870605398,-0.03085408884178835,0.03085408884178835
30215248,30215250,0,485179711,,secondary,2,,Fuatpaşa Caddesi,False,False,68.88094824998566,"LINESTRING (28.965995 41.0126222, 28.9660188 41.012003)",,,,,,,58.68410491943359,57.81315612792969,-0.8709487915038991,-0.012644262508451753,0.012644262508451753
30215248,1652842418,0,28351005,,living_street,1,,Mercan Caddesi,False,False,44.46706036754187,"LINESTRING (28.965995 41.0126222, 28.9662354 41.012658, 28.9665124 41.0127084)",,,,,,,58.68410491943359,56.038818359375,-2.6452865600585866,-0.059488676296431724,0.059488676296431724
30215248,1455438406,0,183297162,,secondary,1,,Fuatpaşa Caddesi,False,True,41.42619322649705,"LINESTRING (28.965995 41.0126222, 28.9659797 41.0128883, 28.9659785 41.0129945)",,,,,,,58.68410491943359,58.87807464599609,0.1939697265625,0.004682296669210556,0.004682296669210556
30215248,3081960405,0,"[1317520424, 1221995835]",,service,,,,False,True,81.6272226851142,"LINESTRING (28.965995 41.0126222, 28.9658709 41.0126133, 28.9656958 41.0126122, 28.9653363 41.0126122, 28.9650285 41.0126575)",permit,,,,,,58.68410491943359,59.32892227172852,0.6448173522949361,0.007899538059531787,0.007899538059531787
30215250,30215248,0,485179711,,secondary,2,,Fuatpaşa Caddesi,False,True,68.88094824998566,"LINESTRING (28.9660188 41.012003, 28.965995 41.0126222)",,,,,,,57.81315612792969,58.68410491943359,0.8709487915038991,0.012644262508451753,0.012644262508451753
30215250,1652842406,0,152466237,,pedestrian,,,Şeker Ahmetpaşa Sokağı,False,False,42.20242911665119,"LINESTRING (28.9660188 41.012003, 28.9660788 41.0120137, 28.9665074 41.0120931)",,,,,,,57.81315612792969,56.24816131591797,-1.5649948120117188,-0.03708305054398497,0.03708305054398497
30215250,30215252,0,485179711,,secondary,2,,Fuatpaşa Caddesi,False,False,34.394167524783455,"LINESTRING (28.9660188 41.012003, 28.96603 41.0117729, 28.9660243 41.0117309, 28.9660099 41.0116957)",,,,,,,57.81315612792969,56.59016799926758,-1.2229881286621094,-0.03555800929854921,0.03555800929854921
30215252,10176882473,0,132277814,,secondary,2,,Bakırcılar Caddesi,False,False,7.3636396254082035,"LINESTRING (28.9660099 41.0116957, 28.9659829 41.0116594, 28.9659666 41.0116381)",,,,,,,56.59016799926758,56.37047958374023,-0.21968841552735086,-0.029834216053881427,0.029834216053881427
30215252,3082454070,0,152466249,,pedestrian,,,Mühürdar Eminpaşa Sokağı,False,False,53.036599442704315,"LINESTRING (28.9660099 41.0116957, 28.9661038 41.0116962, 28.9665066 41.011726, 28.9665171 41.0118264)",,,,,,,56.59016799926758,55.84148025512695,-0.748687744140625,-0.014116435669097448,0.014116435669097448
30215252,30215250,0,485179711,,secondary,2,,Fuatpaşa Caddesi,False,True,34.394167524783455,"LINESTRING (28.9660099 41.0116957, 28.9660243 41.0117309, 28.96603 41.0117729, 28.9660188 41.012003)",,,,,,,56.59016799926758,57.81315612792969,1.2229881286621094,0.03555800929854921,0.03555800929854921
30215252,7104331583,0,"[1456064949, 1427527462]",,"['pedestrian', 'footway']",,,,False,"[False, True]",136.4786338859427,"LINESTRING (28.9660099 41.0116957, 28.9659196 41.0116612, 28.9651303 41.0111817, 28.9650816 41.0111521, 28.9651447 41.0110764, 28.964884 41.0109225)",,,,,,,56.59016799926758,54.0439338684082,-2.546234130859375,-0.018656650190295002,0.018656650190295002
30215295,256099720,0,485312346,,tertiary,2,50,Büyük Reşit Paşa Caddesi,False,False,36.68061921472793,"LINESTRING (28.9593377 41.0107153, 28.9593283 41.0110451)",,,,,,,46.61740112304688,47.29746246337891,0.6800613403320312,0.01854007252033996,0.01854007252033996
30215295,30215296,0,485312346,,tertiary,2,50,Büyük Reşit Paşa Caddesi,False,True,39.29990123901834,"LINESTRING (28.9593377 41.0107153, 28.9593505 41.010362)",,,,,,,46.61740112304688,44.21000671386719,-2.4073944091796946,-0.061257009134403316,0.061257009134403316
30215295,3081584732,0,303759903,,living_street,1,,Ahmet Şuayip Sokağı,False,True,83.89920171862029,"LINESTRING (28.9593377 41.0107153, 28.9592666 41.010712, 28.9586713 41.0106839, 28.9583391 41.0106864)",,,,,,,46.61740112304688,45.82240676879883,-0.794994354248054,-0.00947558901590378,0.00947558901590378
30215296,30215295,0,485312346,,tertiary,2,50,Büyük Reşit Paşa Caddesi,False,False,39.29990123901834,"LINESTRING (28.9593505 41.010362, 28.9593377 41.0107153)",,,,,,,44.21000671386719,46.61740112304688,2.4073944091796946,0.061257009134403316,0.061257009134403316
30215296,256099861,0,23639624,,living_street,1,,Kurultay Sokağı,False,True,84.51939429766804,"LINESTRING (28.9593505 41.010362, 28.9592846 41.0103596, 28.9583444 41.0103249)",,,,,,,44.21000671386719,43.12636184692383,-1.0836448669433594,-0.012821256895510644,0.012821256895510644
30215296,10080802290,0,485312346,,tertiary,2,50,Büyük Reşit Paşa Caddesi,False,True,74.18996591495285,"LINESTRING (28.9593505 41.010362, 28.9593521 41.0099996, 28.9593651 41.0097396, 28.9593634 41.009695)",,,,,,,44.21000671386719,38.40491485595703,-5.805091857910156,-0.07824632059495462,0.07824632059495462
31678562,11279359852,0,229361138,,pedestrian,,,Ordu Caddesi,False,False,155.52830237006563,"LINESTRING (28.9612865 41.009673, 28.9604102 41.0096713, 28.9600052 41.0096805, 28.9597925 41.0096866, 28.9595036 41.0096952, 28.9594335 41.0096951)",,,,,,,46.03291320800781,38.61794281005859,-7.414970397949226,-0.04767601963728743,0.04767601963728743
31678562,10119894402,0,229361138,,pedestrian,,,Ordu Caddesi,False,True,120.4885974010438,"LINESTRING (28.9612865 41.009673, 28.9616579 41.0096655, 28.9618009 41.0096641, 28.9620682 41.0096593, 28.9623718 41.0096394, 28.9625851 41.009617, 28.962717 41.0095994)",,,,,,,46.03291320800781,47.54204177856445,1.5091285705566406,0.012525073767217468,0.012525073767217468
31678562,5011983663,0,"[236291151, 1464240183, 236291150, 1099642527]",,"['pedestrian', 'footway', 'steps']",,,Kimyager Dervişpaşa Sokağı,False,"[False, True]",133.56234311775626,"LINESTRING (28.9612865 41.009673, 28.9612877 41.0097285, 28.9612837 41.0098105, 28.961268 41.0098129, 28.9612299 41.0102032, 28.9611784 41.0108022, 28.9612335 41.0108453)",,,,,,,46.03291320800781,49.69784164428711,3.664928436279297,0.02743983334470319,0.02743983334470319
31678593,278366502,0,25542613,,pedestrian,,,Tayahatun Sokağı,False,False,75.62900635701814,"LINESTRING (28.9785492 41.0124357, 28.978661 41.0128862, 28.9786975 41.0131063)",,,,,,,9.857747077941896,6.184886455535889,-3.6728606224060076,-0.04856417926566051,0.04856417926566051
