poi_id,name,lat,lon,poi_category,amenity,tourism,historic,leisure,geometry
27609492,Ayvansaray,41.040811,28.944855,amenity:ferry_terminal,ferry_terminal,,,,POINT (28.944855 41.040811)
262396496,Yiğitalp Oteli,41.01118,28.955849,tourism:hotel,,hotel,,,POINT (28.955849 41.01118)
262402714,Hamdi,41.017163,28.969899,amenity:restaurant,restaurant,,,,POINT (28.969899 41.017163)
269715461,İstanbul Üniversitesi,41.013242,28.963761,amenity:university,university,,,,POINT (28.963761 41.013242)
275600519,Hotel Grand Yavuz,41.005917,28.969151,tourism:hotel,,hotel,,,POINT (28.969151 41.005917)
277139039,Unnamed POI,41.01266,28.956017,amenity:pharmacy,pharmacy,,,,POINT (28.956017 41.01266)
277139847,Senator Hotel,41.01205,28.954979,tourism:hotel,,hotel,,,POINT (28.954979 41.01205)
277139848,Unnamed POI,41.012271,28.955118,amenity:restaurant,restaurant,,,,POINT (28.955118 41.012271)
278004998,Mavi Guesthouse,41.006997,28.981375,tourism:hotel,,hotel,,,POINT (28.981375 41.006997)
311375861,Unnamed POI,41.019373,28.959317,amenity:parking,parking,,,,POINT (28.959317 41.019373)
415156587,Aşkin Hotel,41.0057,28.979131,tourism:hotel,,hotel,,,POINT (28.979131 41.0057)
415156588,Blue House Hotel,41.005534,28.979045,tourism:hotel,,hotel,,,POINT (28.979045 41.005534)
415156589,Unnamed POI,41.007703,28.977575,tourism:information,,information,,,POINT (28.977575 41.007703)
415157636,Yılanlı Sütun,41.005665,28.97511,historic:column,,attraction,column,,POINT (28.97511 41.005665)
415158577,Türkiye Bankasi,41.007635,28.977441,amenity:atm,atm,,,,POINT (28.977441 41.007635)
463142937,Java Studio Istanbul,41.005597,28.979318,amenity:cafe,cafe,,,,POINT (28.979318 41.005597)
500060394,Hürriyet,41.014408,28.977219,tourism:hotel,,hotel,,,POINT (28.977219 41.014408)
530614437,İDO Yenikapı Terminalı,41.002142,28.956378,amenity:ferry_terminal,ferry_terminal,,,,POINT (28.956378 41.002142)
566635075,Anzac Woodenhouse,41.003683,28.978732,tourism:hostel,,hostel,,,POINT (28.978732 41.003683)
566635090,Hayat Cafe,41.00479,28.97917,amenity:fast_food,fast_food,,,,POINT (28.97917 41.00479)
662928881,Unnamed POI,41.007631,28.977579,amenity:toilets,toilets,,,,POINT (28.977579 41.007631)
663391250,Unnamed POI,41.008169,28.972681,amenity:telephone,telephone,,,,POINT (28.972681 41.008169)
663391267,Çemberlitaş Hamamı,41.008542,28.971624,tourism:attraction,public_bath,attraction,,turkish_bath,POINT (28.971624 41.008542)
663391280,Unnamed POI,41.008569,28.971018,amenity:telephone,telephone,,,,POINT (28.971018 41.008569)
732308107,Fuar,41.007071,28.949974,tourism:hotel,,hotel,,,POINT (28.949974 41.007071)
809734343,Unnamed POI,41.015734,28.931866,amenity:telephone,telephone,,,,POINT (28.931866 41.015734)
809761479,Nural Eczanesi,41.015515,28.930081,amenity:pharmacy,pharmacy,,,,POINT (28.930081 41.015515)
854589932,Salih Pastanesi,41.014913,28.928384,amenity:fast_food,fast_food,,,,POINT (28.928384 41.014913)
881897876,Şifa Eczanesi,41.015387,28.930899,amenity:pharmacy,pharmacy,,,,POINT (28.930899 41.015387)
882137733,İstanbul Halk Ekmek,41.015753,28.931761,amenity:fast_food,fast_food,,,,POINT (28.931761 41.015753)
882137738,İstanbul Halk Ekmek,41.014786,28.928014,amenity:fast_food,fast_food,,,,POINT (28.928014 41.014786)
899144651,Olgun Eczanesi,41.013341,28.932152,amenity:pharmacy,pharmacy,,,,POINT (28.932152 41.013341)
899145777,Damak Special,41.0133,28.933762,amenity:fast_food,fast_food,,,,POINT (28.933762 41.0133)
899180673,Şehremini Polis Merkezi,41.017589,28.929695,amenity:police,police,,,,POINT (28.929695 41.017589)
901500879,Unnamed POI,41.01256,28.931441,amenity:taxi,taxi,,,,POINT (28.931441 41.01256)
903438877,Konyalı Restaurant,41.013559,28.985881,amenity:restaurant,restaurant,,,,POINT (28.985881 41.013559)
904611372,Hotel Aziyadé,41.006321,28.969222,tourism:hotel,,hotel,,,POINT (28.969222 41.006321)
909554988,Unnamed POI,41.014308,28.930739,amenity:drinking_water,drinking_water,,,,POINT (28.930739 41.014308)
909573848,Pidem,41.015658,28.929992,amenity:fast_food,fast_food,,,,POINT (28.929992 41.015658)
909577196,Lider Kokoreç,41.015609,28.929828,amenity:fast_food,fast_food,,,,POINT (28.929828 41.015609)
911763036,Şehremini PTT,41.013572,28.931615,amenity:bank,bank,,,,POINT (28.931615 41.013572)
911763180,Ziraat Bankası,41.016846,28.930483,amenity:bank,bank,,,,POINT (28.930483 41.016846)
911831996,Unnamed POI,41.016039,28.929986,amenity:restaurant,restaurant,,,,POINT (28.929986 41.016039)
912231445,Kanaat Eczanesi,41.014557,28.928724,amenity:pharmacy,pharmacy,,,,POINT (28.928724 41.014557)
912269559,Atlantis Veteriner,41.01344,28.930303,amenity:veterinary,veterinary,,,,POINT (28.930303 41.01344)
913569400,Aytu Eczanesi,41.012625,28.933545,amenity:pharmacy,pharmacy,,,,POINT (28.933545 41.012625)
913571125,Marmara 3 Döner&Kumru,41.013236,28.932247,amenity:restaurant,restaurant,,,,POINT (28.932247 41.013236)
913576901,Seren Pastanesi,41.015513,28.929346,amenity:fast_food,fast_food,,,,POINT (28.929346 41.015513)
952160695,Telia,41.012659,28.956924,tourism:hotel,,hotel,,,POINT (28.956924 41.012659)
963265489,Bizim Eczane,41.015096,28.928633,amenity:pharmacy,pharmacy,,,,POINT (28.928633 41.015096)
963275552,Simitçi,41.015156,28.932946,amenity:fast_food,fast_food,,,,POINT (28.932946 41.015156)
974678738,Le Caïque,41.026546,28.958092,amenity:restaurant,restaurant,,,,POINT (28.958092 41.026546)
974678786,Cibali,41.026682,28.957759,amenity:restaurant,restaurant,,,,POINT (28.957759 41.026682)
974678810,Nev-i,41.027703,28.956579,amenity:cafe,cafe,,,,POINT (28.956579 41.027703)
1000021823,Güleç Konak Hotel,41.005414,28.979939,tourism:hotel,,hotel,,,POINT (28.979939 41.005414)
1000021884,Unnamed POI,41.00561,28.980224,tourism:hotel,,hotel,,,POINT (28.980224 41.00561)
1000022116,Unnamed POI,41.005359,28.980224,tourism:hotel,,hotel,,,POINT (28.980224 41.005359)
1000022270,Orient Hostel,41.006027,28.98101,tourism:hostel,,hostel,,,POINT (28.98101 41.006027)
1000022455,Unnamed POI,41.007881,28.981614,amenity:parking,parking,,,,POINT (28.981614 41.007881)
1000022724,Ayasofia Dönercisi,41.010359,28.978895,amenity:fast_food,fast_food,,,,POINT (28.978895 41.010359)
1000022806,Sultan Mehmet Restaurant & Cafe,41.009905,28.978848,amenity:restaurant,restaurant,,,,POINT (28.978848 41.009905)
1000023064,The Port Shield Pub & Restaurant,41.011978,28.978224,amenity:restaurant,restaurant,,,,POINT (28.978224 41.011978)
1035582478,Belgrad Kapı,40.99983,28.920538,historic:city_gate,,,city_gate,,POINT (28.920538 40.99983)
1035923037,Fatih 7 No'lu Aile Sağlığı Merkezi,41.01404,28.930032,amenity:clinic,clinic,,,,POINT (28.930032 41.01404)
1045078849,Check Up Döner,41.015798,28.929883,amenity:fast_food,fast_food,,,,POINT (28.929883 41.015798)
1045078959,Unnamed POI,41.012425,28.931328,amenity:telephone,telephone,,,,POINT (28.931328 41.012425)
1054695288,تكين ميديكال,41.014942,28.932712,amenity:pharmacy,pharmacy,,,,POINT (28.932712 41.014942)
1055512571,Silivrikapı,41.006083,28.92183,historic:city_gate,,,city_gate,,POINT (28.92183 41.006083)
1106083650,Sumengen Hotel,41.004345,28.980251,tourism:hotel,,hotel,,,POINT (28.980251 41.004345)
1106083653,Obelisk Hotel - Best Western,41.004536,28.980164,tourism:hotel,,hotel,,,POINT (28.980164 41.004536)
1179308582,Unnamed POI,41.003468,28.976805,tourism:hotel,,hotel,,,POINT (28.976805 41.003468)
1248641823,Bonjour Guesthouse,41.004807,28.980042,tourism:guest_house,,guest_house,,,POINT (28.980042 41.004807)
1248902356,Bahaus Hostel,41.005081,28.980217,tourism:guest_house,,guest_house,,,POINT (28.980217 41.005081)
1249920994,Acra Hotel,41.004686,28.980238,tourism:hotel,,hotel,,,POINT (28.980238 41.004686)
1251645280,Hotel Peninsula,41.006128,28.981391,tourism:hotel,,hotel,,,POINT (28.981391 41.006128)
1325246139,Nobel Hostel,41.004932,28.979062,tourism:hotel,,hotel,,,POINT (28.979062 41.004932)
1325246155,Armagrandi Spina Hotel,41.005932,28.979164,tourism:hotel,,hotel,,,POINT (28.979164 41.005932)
1343734824,istanbul port hotel,41.005682,28.964506,tourism:hotel,,hotel,,,POINT (28.964506 41.005682)
1413920355,stone garden house,41.004848,28.973361,tourism:guest_house,,guest_house,,,POINT (28.973361 41.004848)
1455438414,Unnamed POI,41.015123,28.964787,amenity:toilets,toilets,,,,POINT (28.964787 41.015123)
1473034819,Anatolia Suites Sultanahmet,41.003538,28.976337,tourism:hotel,,hotel,,,POINT (28.976337 41.003538)
1496713040,Hotel Sapphire,41.012956,28.977299,tourism:hotel,,hotel,,,POINT (28.977299 41.012956)
1505404228,Unnamed POI,41.002377,28.963623,amenity:parking,parking,,,,POINT (28.963623 41.002377)
1505404230,Unnamed POI,41.004978,28.964269,amenity:police,police,,,,POINT (28.964269 41.004978)
1548537970,Tulip Guesthouse,41.005883,28.981388,tourism:hostel,,hostel,,,POINT (28.981388 41.005883)
1620494633,Hatice Turhan Sultan Türbesi,41.016202,28.971905,historic:monument,,,monument,,POINT (28.971905 41.016202)
1632647865,Ahmet Efendi Evi,41.003557,28.980145,tourism:hotel,,hotel,,,POINT (28.980145 41.003557)
1652694014,Magnaura Sarayı,41.005448,28.979659,historic:ruins,,,ruins,,POINT (28.979659 41.005448)
1693406428,Unnamed POI,41.007166,28.979636,amenity:post_box,post_box,,,,POINT (28.979636 41.007166)
1725586586,Unnamed POI,41.005274,28.98238,amenity:telephone,telephone,,,,POINT (28.98238 41.005274)
1725586589,Unnamed POI,41.005117,28.979596,amenity:telephone,telephone,,,,POINT (28.979596 41.005117)
1725586594,Unnamed POI,41.009263,28.974001,amenity:telephone,telephone,,,,POINT (28.974001 41.009263)
1725586602,Unnamed POI,41.009923,28.97411,amenity:telephone,telephone,,,,POINT (28.97411 41.009923)
1725586604,Unnamed POI,41.010918,28.950066,amenity:telephone,telephone,,,,POINT (28.950066 41.010918)
1725586606,Unnamed POI,41.013315,28.937676,amenity:telephone,telephone,,,,POINT (28.937676 41.013315)
1725586608,Unnamed POI,41.014716,28.973706,amenity:telephone,telephone,,,,POINT (28.973706 41.014716)
1725586617,Unnamed POI,41.014716,28.973636,amenity:post_box,post_box,,,,POINT (28.973636 41.014716)
1725586619,Unnamed POI,41.015149,28.968739,amenity:telephone,telephone,,,,POINT (28.968739 41.015149)
1725586634,Unnamed POI,41.028344,28.937669,amenity:telephone,telephone,,,,POINT (28.937669 41.028344)
1725586637,Unnamed POI,41.032427,28.942396,amenity:telephone,telephone,,,,POINT (28.942396 41.032427)
1762077465,Cheers Soul Kitchen,41.002697,28.974265,amenity:restaurant,restaurant,,,,POINT (28.974265 41.002697)
1762082631,Boukoleon Fish Restaurant,41.00293,28.975586,amenity:restaurant,restaurant,,,,POINT (28.975586 41.00293)
1762083460,Sultan’s Inn,41.003173,28.974533,tourism:hotel,restaurant,hotel,,,POINT (28.974533 41.003173)
1762092191,Unnamed POI,41.009034,28.979276,amenity:toilets,toilets,,,,POINT (28.979276 41.009034)
1762097195,Unnamed POI,41.011522,28.978601,amenity:toilets,toilets,,,,POINT (28.978601 41.011522)
1769514222,Daruzziyafe,41.016694,28.962545,amenity:restaurant,restaurant,,,,POINT (28.962545 41.016694)
1784912021,Olimpiyat Hotel,41.012149,28.97794,tourism:hotel,,hotel,,,POINT (28.97794 41.012149)
1784912033,Yasmak Sultan Hotel,41.012306,28.977686,tourism:hotel,,hotel,,,POINT (28.977686 41.012306)
1784925344,Karakol Restaurant,41.009296,28.981083,amenity:restaurant,restaurant,,,,POINT (28.981083 41.009296)
1784925350,Sarnic Restaurant,41.00987,28.979552,amenity:restaurant,restaurant,,,,POINT (28.979552 41.00987)
1784925351,Sofia,41.009789,28.979445,amenity:restaurant,restaurant,,,,POINT (28.979445 41.009789)
1807703751,Istanbul Photography Museum,41.00464,28.967754,tourism:museum,,museum,,,POINT (28.967754 41.00464)
1807703795,Ottoman Hotel,41.005026,28.967943,tourism:hotel,,hotel,,,POINT (28.967943 41.005026)
1808533830,Giritli,41.003659,28.980732,amenity:restaurant,restaurant,,,,POINT (28.980732 41.003659)
1839047369,Unnamed POI,41.014358,28.976135,amenity:atm,atm,,,,POINT (28.976135 41.014358)
1839561313,Faros Hotel,41.012597,28.978187,tourism:hotel,,hotel,,,POINT (28.978187 41.012597)
1864126223,SAH BAR,41.008275,28.976584,amenity:pub,pub,,,,POINT (28.976584 41.008275)
1885894932,Zeynep Sultan Hotel,41.010065,28.978069,tourism:hotel,,hotel,,,POINT (28.978069 41.010065)
1895893601,Aksuvital Fındıkzade Şubesi,41.013256,28.939891,amenity:marketplace,marketplace,,,,POINT (28.939891 41.013256)
1900616737,Ancient Hippodrome Substructure,41.004072,28.973413,historic:archaeological_site,,,archaeological_site,,POINT (28.973413 41.004072)
1900626451,Cankurtaran Öğretmenevi,41.004149,28.982151,amenity:restaurant,restaurant,,,,POINT (28.982151 41.004149)
1908677111,Esma Old City,41.008056,28.973945,tourism:hostel,,hostel,,,POINT (28.973945 41.008056)
1908677117,Fors Hotel,41.005521,28.968639,tourism:hotel,,hotel,,,POINT (28.968639 41.005521)
1908677120,Mihri,41.007266,28.979165,amenity:restaurant,restaurant,,,,POINT (28.979165 41.007266)
1908677124,Milyon Taşı,41.008067,28.978018,historic:monument,,,monument,,POINT (28.978018 41.008067)
1908677155,Unnamed POI,41.007195,28.979654,amenity:atm,atm,,,,POINT (28.979654 41.007195)
1909210980,Movieplex,41.008294,28.971283,amenity:cinema,cinema,,,,POINT (28.971283 41.008294)
1909210988,Sipahi Otel,41.009389,28.972409,tourism:hostel,,hostel,,,POINT (28.972409 41.009389)
1909210997,Unnamed POI,41.008661,28.970985,amenity:bench,bench,,,,POINT (28.970985 41.008661)
1909211029,Garanti Bankası,41.011692,28.97815,amenity:atm,atm,,,,POINT (28.97815 41.011692)
1914160114,Almina Otel,41.003202,28.977401,tourism:hotel,,hotel,,,POINT (28.977401 41.003202)
1914160116,Antis Hotel,41.003596,28.979127,tourism:hotel,,hotel,,,POINT (28.979127 41.003596)
1914160117,Avicenna Hotel,41.00416,28.979845,tourism:hotel,,hotel,,,POINT (28.979845 41.00416)
1914160118,Azade Hotel,41.00448,28.98019,tourism:hotel,,hotel,,,POINT (28.98019 41.00448)
1914160119,Cistern Restaurant,41.009997,28.979476,amenity:restaurant,restaurant,,,,POINT (28.979476 41.009997)
1914160120,Derviş Cafe,41.006557,28.978369,amenity:fast_food,fast_food,,,,POINT (28.978369 41.006557)
1914160121,Divalis Hotel,41.004368,28.978995,tourism:hotel,,hotel,,,POINT (28.978995 41.004368)
1914160122,Hotel Sphendon,41.003266,28.977097,tourism:hotel,,hotel,,,POINT (28.977097 41.003266)
1914160124,Korean Chinese,41.003396,28.97426,amenity:restaurant,restaurant,,,,POINT (28.97426 41.003396)
1914160125,Nostra Casa,41.003127,28.974316,amenity:restaurant,restaurant,,,,POINT (28.974316 41.003127)
1914160126,Seoul II Restaurant,41.005366,28.980089,amenity:restaurant,restaurant,,,,POINT (28.980089 41.005366)
1914160127,Tashkonak Hotel,41.003374,28.97625,tourism:hotel,,hotel,,,POINT (28.97625 41.003374)
1937914694,Hotel Arcadia Blue,41.006874,28.973612,tourism:hotel,,hotel,,,POINT (28.973612 41.006874)
1995185644,Turvan,41.013247,28.97774,tourism:hotel,,hotel,,,POINT (28.97774 41.013247)
2048295680,Unnamed POI,41.00513,28.96371,amenity:restaurant,restaurant,,,,POINT (28.96371 41.00513)
2049944351,Unnamed POI,41.007611,28.975861,amenity:fountain,fountain,,,,POINT (28.975861 41.007611)
2073435156,Ölçek Temel Lisesi,41.029366,28.949243,amenity:school,school,,,,POINT (28.949243 41.029366)
2111987910,Yurtiçi Kargo Balipaşa Şb.,41.018308,28.944165,amenity:post_office,post_office,,,,POINT (28.944165 41.018308)
2113030155,Starbucks,41.014481,28.945086,amenity:cafe,cafe,,,,POINT (28.945086 41.014481)
2201796690,HHK Hotel,41.019147,28.963048,tourism:hotel,,hotel,,,POINT (28.963048 41.019147)
2239749973,Celine Hotel,41.005912,28.973221,tourism:hotel,,hotel,,,POINT (28.973221 41.005912)
2242576003,Lausos,41.006634,28.973349,tourism:hotel,,hotel,,,POINT (28.973349 41.006634)
2242576040,Hotel New House,41.00821,28.970523,tourism:hotel,,hotel,,,POINT (28.970523 41.00821)
2242576057,Golden Crown,41.006794,28.971002,tourism:hotel,,hotel,,,POINT (28.971002 41.006794)
2246663141,Just Bar,41.005933,28.980897,amenity:bar,bar,,,,POINT (28.980897 41.005933)
2249787153,Sultan's Kitchen,41.006249,28.969526,amenity:restaurant,restaurant,,,,POINT (28.969526 41.006249)
2343698950,Bereket Apart Hotel,41.003725,28.971288,tourism:hotel,,hotel,,,POINT (28.971288 41.003725)
2369445538,Unnamed POI,41.01343,28.961252,amenity:drinking_water,drinking_water,,,,POINT (28.961252 41.01343)
2379706608,Aura Apart Hotel,41.003042,28.976462,tourism:hotel,,hotel,,,POINT (28.976462 41.003042)
2433913439,Hotel Byzaz,41.003618,28.97101,tourism:hotel,,hotel,,,POINT (28.97101 41.003618)
2460942679,Cigeristan,41.01178,28.949324,amenity:restaurant,restaurant,,,,POINT (28.949324 41.01178)
2472730735,Binbirdirek Sarnıcı,41.007606,28.974417,tourism:museum,,museum,,,POINT (28.974417 41.007606)
2474131665,Eminönü,41.017578,28.975182,amenity:ferry_terminal,ferry_terminal,,,,POINT (28.975182 41.017578)
2482964068,Yapı Kredi,41.003288,28.930167,amenity:bank,bank,,,,POINT (28.930167 41.003288)
2482966049,Türkiye İş Bankası,41.004211,28.93309,amenity:bank,bank,,,,POINT (28.93309 41.004211)
2508662415,Husnu Ala Cafe,41.017923,28.965111,amenity:cafe,cafe,,,,POINT (28.965111 41.017923)
2509855436,Seyhmuz Kebap,41.008896,28.969638,amenity:restaurant,restaurant,,,,POINT (28.969638 41.008896)
2517174561,Gulhane Corner Hotel,41.012641,28.978106,tourism:hotel,,hotel,,,POINT (28.978106 41.012641)
2519859560,Dedem Boutique,41.007092,28.97045,tourism:hotel,,hotel,,,POINT (28.97045 41.007092)
2519859561,Kupeli Hotel,41.007085,28.970545,tourism:hotel,,hotel,,,POINT (28.970545 41.007085)
2519859562,Santa Sophia,41.007084,28.970628,tourism:hotel,,hotel,,,POINT (28.970628 41.007084)
2524535697,Sultan Ahmet Palace,41.004566,28.978095,tourism:hotel,,hotel,,,POINT (28.978095 41.004566)
2527036032,OBA HOTEL,41.005023,28.97155,tourism:hotel,,hotel,,,POINT (28.97155 41.005023)
2599968945,Hotel Torun,41.020476,28.928599,tourism:hotel,,hotel,,,POINT (28.928599 41.020476)
2647384355,Dualis Hotel,41.003535,28.969965,tourism:hotel,,hotel,,,POINT (28.969965 41.003535)
2647416439,Best Western Antea Palace Hotel & Spa,41.003495,28.97051,tourism:hotel,,hotel,,,POINT (28.97051 41.003495)
2674509788,Unnamed POI,41.012338,28.984712,amenity:toilets,toilets,,,,POINT (28.984712 41.012338)
2674584164,Unnamed POI,41.013863,28.985863,amenity:toilets,toilets,,,,POINT (28.985863 41.013863)
2678656213,Unnamed POI,41.010345,28.968151,amenity:fountain,fountain,,,,POINT (28.968151 41.010345)
2682340740,Unnamed POI,41.009884,28.967442,amenity:fountain,fountain,,,,POINT (28.967442 41.009884)
2683025320,Unnamed POI,41.010743,28.967473,amenity:toilets,toilets,,,,POINT (28.967473 41.010743)
2683365497,Unnamed POI,41.009966,28.967413,amenity:restaurant,restaurant,,,,POINT (28.967413 41.009966)
2683365502,Unnamed POI,41.010432,28.968683,amenity:restaurant,restaurant,,,,POINT (28.968683 41.010432)
2683365508,Unnamed POI,41.01127,28.967613,amenity:restaurant,restaurant,,,,POINT (28.967613 41.01127)
2696278000,Karafırın,41.005002,28.979491,amenity:cafe,cafe,,,,POINT (28.979491 41.005002)
2768450499,Levni Hotel & SPA,41.013036,28.975673,tourism:hotel,,hotel,,,POINT (28.975673 41.013036)
2769187009,Unnamed POI,41.006864,28.975835,amenity:toilets,toilets,,,,POINT (28.975835 41.006864)
2771801929,Unnamed POI,41.008298,28.974316,amenity:restaurant,restaurant,,,,POINT (28.974316 41.008298)
2771801931,Unnamed POI,41.008332,28.974002,amenity:restaurant,restaurant,,,,POINT (28.974002 41.008332)
2771801933,Unnamed POI,41.008411,28.974355,amenity:restaurant,restaurant,,,,POINT (28.974355 41.008411)
2771801934,Unnamed POI,41.008472,28.973965,amenity:restaurant,restaurant,,,,POINT (28.973965 41.008472)
2771801936,ANTEB Kebab & Pizza,41.008581,28.974044,amenity:restaurant,restaurant,,,,POINT (28.974044 41.008581)
2793049082,Second Home Hostel,41.012878,28.976328,tourism:hostel,,hostel,,,POINT (28.976328 41.012878)
2837955373,Kılınç Konuk Evi,41.004521,28.963247,tourism:motel;hotel,,motel;hotel,,,POINT (28.963247 41.004521)
2894123842,Darkhill Hotel,41.008829,28.959452,tourism:hotel,,hotel,,,POINT (28.959452 41.008829)
2894123844,Giorgi,41.008008,28.949337,amenity:restaurant,restaurant,,,,POINT (28.949337 41.008008)
2927878650,Orka Royal Hotel,41.014254,28.978149,tourism:hotel,,hotel,,,POINT (28.978149 41.014254)
2934568249,Hotel Ottoman Luxury,41.012712,28.978329,tourism:hotel,,hotel,,,POINT (28.978329 41.012712)
2984153151,Esmer Chef,41.015513,28.975896,amenity:restaurant,restaurant,,,,POINT (28.975896 41.015513)
3044788498,Unnamed POI,41.002274,28.956069,amenity:toilets,toilets,,,,POINT (28.956069 41.002274)
3075182583,Hotel Tulip House,41.005496,28.971803,tourism:hotel,,hotel,,,POINT (28.971803 41.005496)
3075189265,Unnamed POI,41.004215,28.973334,tourism:viewpoint,,viewpoint,,,POINT (28.973334 41.004215)
3079823142,Pandeli,41.017145,28.971179,amenity:restaurant,restaurant,,,,POINT (28.971179 41.017145)
3079823143,Bab-ı Hayat,41.015774,28.971745,amenity:restaurant,restaurant,,,,POINT (28.971745 41.015774)
