element,id,geometry,amenity,ferry,name,public_transport,source,wikidata,wikimedia_commons,wikipedia,created_by,name:ar,tourism,wheelchair,education,name:de,name:en,name:fa,name:fr,name:ru,healthcare,addr:housenumber,addr:postcode,addr:street,brand,brand:wikidata,brand:wikipedia,operator,information,opening_hours,historic,image,name:el,name:es,name:hi,name:pt,name:tr,name:zh,cash_in,cuisine,check_date,fee,alt_name,bath:type,leisure,name:it,name:uk,addr:city,addr:district,emergency,healthcare:speciality,shop,phone,addr:neighbourhood,description,stars,branch,website,contact:mobile,addr:country,addr:floor,addr:suburb,air_conditioning,diet:vegetarian,drive_through,indoor_seating,level,outdoor_seating,barrier,historic:civilization,name:sr,name:sr-Latn,start_date,operator:type,operator:wikidata,operator:wikipedia,access,name:en1,name:en2,email,internet_access,internet_access:fee,parking,male,note,source:alt_name,fax,addr:housename,capacity,unisex,contact:website,payment:credit_cards,payment:debit_cards,designation,int_name,wikipedia:ru,backrest,official_name,takeaway,smoking,man_made,atm,female,contact:email,contact:phone,payment:cash,changing_table,diet:vegan,toilets,toilets:wheelchair,toilets:handwashing,toilets:position,bar,payment:mastercard,payment:visa,wifi,fixme,covered,material,memorial,denomination,vending,currency:TRY,indoor,currency:EUR,lit,payment:cards,beds,name:he,contact:instagram,self_service,city,district,rooms,pets,website:menu,name:ja,building:levels,comments,reservation,name:ko,sport,delivery,cemetery,landuse,religion,construction_date,old_name,wedding_reception,addr:full,office,refugee,operator:short,automated,artwork,artwork_type,operator:en,operator:tr,dispensing,brand:ar,abandoned,museum,highway,contact:twitter,studio,wikipedia:fr,fast_food,free,not:operator:wikidata,andymkg,name:pt-BR,military,layer,drink:wine,check_date:opening_hours,opening_hours:signed,payment:lightning,contact:facebook,diet:gluten_free,diet:halal,brewery,microbrewery,compressed_air,currency:XBT,hazard,bicycle_parking,seats,network,display,support,building,name:hy,name:pl,ele,charge,payment:coins,language:ar,bench,shelter_type,subject:wikipedia,description:ru,guest_house,preschool,check_date:wheelchair,name:ko-Latn,toilets:disposal,ref:isil,grades,bicycle_rental,ambulance,payment:app,payment:membership_card,payment:qr_code,rental,payment:cryptocurrencies,phone_1,name:be,name:bg,name:ja-Latn,name:th,name:zh-Hans,name:id,theme,price,inscription,seasonal,fitness_station,name:cnr,name:ja_rm,name:sv,natural,power,location,board_type,colour,blind,country,bike_ride,artist_name,name:cs,name:cy,name:da,name:hr,name:ku,name:nl,name:no,name:ro,name:sk,name:sl,name:zh-Hant,addr:subdistrict,map_size,map_type,waste,armrest,contact:linkedin,contact:youtube,payment:american_express,payment:contactless,payment:diners_club,payment:discover_card,payment:jcb,payment:maestro,payment:unionpay,payment:visa_electron,old_name:en,portable,diet:healthy,diet:local,diet:meat,diet:mediterranean,diet:organic,organic,payment:notes,short_name,operator:ref,internet_access:type,name:hu,name:la,name:mk,ruins,name:grc,contact:booking,internet_access:ssid,addr:province,mobile,fountain,disused,diet:chicken,diet:fish,diet:pescetarian,diet:seafood,diet:sugar_free,description:en,interval,archaeological_site,tower:type,area,architect,bridge,bridge:structure,foot,height,length,motor_vehicle,smoothness,was:waterway,width,date,wheelchair:description,wikipedia:en,alt_name:en,alt_name:pt,place,surface,name:br,roof:colour,alt_name_1,alt_name:ru,parking:fee,alt_name:br,alt_name:hr,alt_name:yue,alt_name:zh,alt_name:zh-Hans,alt_name:zh-Hant,heritage,heritage:operator,heritage:ref,heritage:website,landmark,name:af,name:als,name:am,name:an,name:arz,name:ast,name:av,name:az,name:azb,name:ba,name:bar,name:bat-smg,name:be-tarask,name:bn,name:bs,name:bxr,name:ca,name:ce,name:ckb,name:crh,name:diq,name:dv,name:eo,name:et,name:eu,name:fi,name:fy,name:ga,name:gl,name:ha,name:hif,name:hyw,name:ilo,name:io,name:is,name:jv,name:ka,name:kbp,name:kk,name:kw,name:ky,name:lt,name:lv,name:mg,name:min,name:ml,name:mn,name:mr,name:ms,name:my,name:nan,name:ne,name:nn,name:oc,name:pa,name:pnb,name:qu,name:rue,name:sah,name:sco,name:sh,name:simple,name:sq,name:stq,name:su,name:sw,name:ta,name:tl,name:tt,name:ug,name:ur,name:uz,name:vi,name:war,name:wuu,name:xmf,name:yi,name:yue,note:tr,ref:whc,url,was:religion,whc:criteria,whc:inscription_date,drinking_water,building:colour,building:material,nohousenumber,roof:levels,roof:shape,name:signed,two_sided,supervised,end_date,note:bg,is_in:city,roof:height,roof:material,kerb,dog,locomotive:type,ref,tomb,payment:nfc,alt_name:ar,castle_type,name:kk-Arab,addr:place,contact:fax,historic:period,ruin_type,payment:visa_debit,park_ride,name_1,name_2,bath:open_air,payment:istanbulkart,building:use,wikipedia:tr,hoops,building:part,tower:construction,building:levels:underground,bus,fire_station:type,mooring,note:start_date,intermittent,underground,name_alt,townhall:type,heating,type,disused:amenity,est_height,official_name:br,official_name:cs,official_name:en,official_name:ml,official_name:pt
node,5108837423,POINT (28.975111 41.013781),restaurant,,tantunabi,,,,,,,,,,,,,,,,,,,Ebussuut Caddesi,,,,,,,,,,,,,,,,,,,,,,,,İstanbul,Fatih,,,,+90 212 555 76 62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5108837424,POINT (28.975183 41.013728),restaurant,,Elif Büfe,,,,,,,,,,,,,,,,,,,Ebussuut Caddesi,,,,,,,,,,,,,,,,,,,,,,,,İstanbul,Fatih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5108837425,POINT (28.975106 41.013811),pharmacy,,Pınar Ünsoy Eczanesi,,,,,,,,,,,,,,,,pharmacy,,,Ankara Caddesi,,,,,,,,,,,,,,,,,,,,,,,,İstanbul,Fatih,,,,+90 212 526 55 56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5108837427,POINT (28.97515 41.013759),cafe,,Tan Vakti,,,,,,,,,,,,,,,,,,,Ebussuut Caddesi. Halil Lütfü Dördüncü İş Merkezi,,,,,,,,,,,,,,,,,,,,,,,,İstanbul,Fatih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5108837430,POINT (28.975269 41.014019),restaurant,,Şehzade Cağ Kebap,,,,,,,,,,,,,,,,,6,34110,Hoca Paşa Sokağı,,,,,,,,,,,,,Şehzade Cağ Kebap,,,turkish,2025-12-22,,,,,,,İstanbul,Fatih,,,,+90 212 520 33 61,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5108837431,POINT (28.97527 41.014099),restaurant,,Meşhur Filibe Köftecisi,,,,,,,,,,,,,,,,,,,Ankara Caddesi,,,,,,,,,,,,,,,,,,,,,,,,İstanbul,Fatih,,,,+90 212 519 39 76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5108837432,POINT (28.975358 41.014275),bank,,Denizbank,,,,,,,,,,,,,,,,,,,Ankara Caddesi,Denizbank,Q1115064,en:DenizBank,,,,,,,,,,,,,,,,,,,,,İstanbul,Fatih,,,,+90 212 527 42 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5108837434,POINT (28.975467 41.014413),,,Eurostars Hotel Old City,,,Q111856981,,,,,hotel,,,,,,,,,,,Hocapaşa Hamamı Sokak,,,,,,,,,,,,,,,,,,,,,,,,İstanbul,Fatih,,,,+90 212 522 25 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5108837436,POINT (28.975689 41.014271),,,Hodjapasta,,,,,,,,museum,,,,,,,Ходжапаша,,,,Hocapaşa Hamamı Sokağı,,,,,,,,,,,,,,,,,,,,,,,,İstanbul,Fatih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5108837437,POINT (28.975652 41.014184),theatre,,Hodjapasha,,,,,,,,,,,,,,,,,3B,,Hocapaşa Hamamı Sokak,,,,,,,,,,,,,,,,,,,,,,,,İstanbul,Sirkeci,,,,+90 212 511 46 26,,,,,https://www.hodjapasha.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+90 212 511 46 86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5108837438,POINT (28.975613 41.014044),,,Tasciri Spettacolo,,,,,,,,museum,,,,,,,,,,,Hoca Paşa Sokak,,,,,,,,,,,,,,,,,,,,,,,,İstanbul,Fatih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5108837439,POINT (28.975501 41.014025),restaurant,,Namlı Rumeli Köftecisi,,,,,,,,,,,,,,,,,,,Hoca Paşa Sokak,,,,,,,,,,,,,,,,,,,,,,,,İstanbul,Fatih,,,,+90 212 511 21 96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5108837440,POINT (28.975606 41.013976),restaurant,,Hocapaşa Pidecisi,,,,,,,,,,,,,,,,,19,34110,Hoca Paşa Sokağı,,,,,,Mo-Su 12:00-19:00,,,,,,,,,,turkish,,,,,,,,İstanbul,Fatih,,,,+90 212 512 09 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5108837441,POINT (28.976475 41.014053),parking,,APA OTOPARK,,,,,,,,,,,,,,,,,,,Orhaniye Caddesi,,,,,,,,,,,,,,,,,,,,,,,,İstanbul,Fatih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5108837442,POINT (28.97651 41.014204),bureau_de_change,,Sembol Döviz,,,,,,,,,,,,,,,,,,,Muradiye Caddesi,,,,,,,,,,,,,,,,,2024-11-15,,,,,,,İstanbul,Fatih,,,,+90 212 522 96 48,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5108837443,POINT (28.97647 41.014214),fast_food,,Birlik Büfe,,,,,,,,,,,,,,,,,,,Muradiye Caddesi,,,,,,,,,,,,,,,,,,,,,,,,İstanbul,Fatih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5108837444,POINT (28.976358 41.014283),restaurant,,GAR PUB Cafe & Restaurant,,,,,,,,,,,,,,,,,7,,Muradiye Caddesi,,,,,,,,,,,,,,,,,2024-11-15,,,,,,,İstanbul,Fatih,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5108837453,POINT (28.976021 41.014417),,,Nea Suites Old City,,,Q111856970,,,,,hotel,,,,,,,,,,,Muradiye Caddesi,,,,,,,,,,,,,,,,,2024-11-15,,,,,,,İstanbul,Fatih,,,,+90 212 518 87 48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5108837455,POINT (28.975598 41.014493),restaurant,,Fasuli,,,,,,,,,,,,,,,,,,,Muradiye Caddesi,,,,,,,,,,,,,,,,,,,,,,,,İstanbul,Fatih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5108838355,POINT (28.97499 41.013265),library,,Oma Ofis,,,,,,,أوما أوفيس,,,,,,,,,,,,Ankara Caddesi,,,,,,,,,,,,,,,,,,,,,,,,İstanbul,Fatih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5108838356,POINT (28.97467 41.013325),school,,İstanbul Çağdaş Okul / Hasan KARADENİZ,,,,,,,,,,school,,,,,,,,,Ankara Caddesi,,,,,,,,,,,,,,,,,,,,,,,,İstanbul,Fatih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
